Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
NAN - TOU,(0 - 0),0 - 1,28,Season: #15202,5,4.7,1.57,2,1.37,3,0
NIC - LYO,(1 - 1),1 - 3,28,Season: #15202,5,4.7,1.57,2,1.46,2.65,1
REI - MPR,(1 - 0),2 - 2,28,Season: #15202,5,4.7,1.57,1,1.48,2.6,1
REN - LEN,(0 - 1),1 - 2,28,Season: #15202,5,4.7,1.57,2,1.63,2.22,1
STE - PSG,(0 - 1),2 - 3,28,Season: #15202,5,4.7,1.57,2,1.54,2.45,1
STR - MAR,(0 - 1),2 - 2,28,Season: #15202,5,4.7,1.57,1,1.74,2.04,1
FOR - AZA,(0 - 1),2 - 1,28,Season: #15202,5,4.7,1.57,0,1.85,1.92,1
GAE - GRO,(1 - 3),1 - 3,28,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
HEE - ALM,(1 - 0),4 - 0,28,Season: #15202,5,4.7,1.57,0,1.46,2.65,0
HER - FEY,(0 - 1),1 - 1,28,Season: #15202,5,4.7,1.57,1,1.71,2.09,1
NAC - PEC,(1 - 0),3 - 2,28,Season: #15202,5,4.7,1.57,0,1.57,2.35,1
NEC - TWE,(1 - 0),2 - 0,28,Season: #15202,5,4.7,1.57,0,1.5,2.55,0
PSV - RKC,(3 - 3),6 - 3,28,Season: #15202,5,4.7,1.57,0,1.78,1.99,1
UTR - SPA,(2 - 1),5 - 1,28,Season: #15202,5,4.7,1.57,0,1.64,2.21,1
WIL - AJA,(0 - 0),1 - 1,28,Season: #15202,5,4.7,1.57,1,1.49,2.55,1
BEN - SAN,(0 - 0),2 - 0,28,Season: #15202,5,4.7,1.57,0,1.66,2.17,0
BOA - AVS,(1 - 1),1 - 2,28,Season: #15202,5,4.7,1.57,2,1.58,2.3,1
BRA - FAM,(0 - 0),2 - 0,28,Season: #15202,5,4.7,1.57,0,1.54,2.45,0
ETA - FAR,(3 - 0),3 - 1,28,Season: #15202,5,4.7,1.57,0,1.45,2.65,1
GIL - SPO,(0 - 1),0 - 1,28,Season: #15202,5,4.7,1.57,2,1.51,2.5,0
GUI - MOR,(1 - 1),1 - 2,28,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
NAC - ARO,(0 - 2),2 - 2,28,Season: #15202,5,4.7,1.57,1,1.48,2.6,1
POR - EST,(3 - 1),3 - 2,28,Season: #15202,5,4.7,1.57,0,1.79,1.99,1
RIO - CAS,(3 - 1),5 - 2,28,Season: #15202,5,4.7,1.57,0,1.43,2.75,1
BHA - BOU,(0 - 0),2 - 0,29,Season: #15202,5,4.7,1.57,0,1.56,2.35,0
CHE - IPS,(0 - 0),3 - 1,29,Season: #15202,5,4.7,1.57,0,1.55,2.4,1
CRY - SOU,(0 - 0),1 - 0,29,Season: #15202,5,4.7,1.57,0,1.75,2.03,0
EVE - ARS,(2 - 1),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.59,2.3,1
FUL - NEW,(1 - 0),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.54,2.4,1
LEI - TOT,(0 - 1),3 - 3,29,Season: #15202,5,4.7,1.57,1,1.46,2.65,1
LIV - AST,(4 - 0),7 - 0,29,Season: #15202,5,4.7,1.57,0,1.38,2.95,0
MCI - MUN,(1 - 0),3 - 1,29,Season: #15202,5,4.7,1.57,0,1.48,2.6,1
NOT - BRE,(0 - 0),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.68,2.14,1
WOL - WHU,(1 - 1),4 - 2,29,Season: #15202,5,4.7,1.57,0,1.62,2.24,1
ALA - BAR,(1 - 0),2 - 0,29,Season: #15202,5,4.7,1.57,0,1.67,2.16,0
BET - VAL,(2 - 0),3 - 0,29,Season: #15202,5,4.7,1.57,0,1.62,2.24,0
ESP - CEL,(1 - 0),3 - 0,29,Season: #15202,5,4.7,1.57,0,1.42,2.8,0
LAS - SEV,(1 - 0),1 - 3,29,Season: #15202,5,4.7,1.57,2,1.45,2.7,1
LEG - GET,(1 - 1),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.97,1.8,1
MAL - RSO,(0 - 0),1 - 1,29,Season: #15202,5,4.7,1.57,1,1.79,1.98,1
OSA - GIR,(0 - 2),0 - 2,29,Season: #15202,5,4.7,1.57,2,1.38,3,0
RAY - VIL,(1 - 2),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.69,2.12,1
RMA - ATH,(1 - 2),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.9,1.86,1
VLL - ATM,(0 - 0),1 - 0,29,Season: #15202,5,4.7,1.57,0,1.7,2.11,0
BOL - JUV,(1 - 1),1 - 1,29,Season: #15202,5,4.7,1.57,1,1.59,2.3,1
FIO - ROM,(1 - 0),1 - 0,29,Season: #15202,5,4.7,1.57,0,1.59,2.3,0
GEN - PAR,(0 - 1),2 - 3,29,Season: #15202,5,4.7,1.57,2,1.48,2.6,1
INT - CAG,(1 - 0),2 - 0,29,Season: #15202,5,4.7,1.57,0,1.8,1.97,0
LAZ - VER,(0 - 2),2 - 2,29,Season: #15202,5,4.7,1.57,1,1.65,2.18,1
MIL - VEN,(1 - 1),1 - 3,29,Season: #15202,5,4.7,1.57,2,1.78,2,1
MON - COM,(3 - 0),4 - 0,29,Season: #15202,5,4.7,1.57,0,1.55,2.4,0
NAP - ATA,(1 - 0),2 - 2,29,Season: #15202,5,4.7,1.57,1,1.54,2.45,1
TOR - LEC,(1 - 1),2 - 2,29,Season: #15202,5,4.7,1.57,1,1.66,2.17,1
UDI - EMP,(0 - 0),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.71,2.09,1
AUG - WER,(1 - 0),4 - 1,29,Season: #15202,5,4.7,1.57,0,1.4,2.9,1
BOC - RBL,(0 - 0),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.57,2.35,1
DOR - HEI,(1 - 0),3 - 0,29,Season: #15202,5,4.7,1.57,0,1.52,2.5,0
FCB - KIE,(1 - 0),2 - 3,29,Season: #15202,5,4.7,1.57,2,1.52,2.5,1
FRE - EIN,(0 - 0),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.65,2.19,1
HOF - MON,(1 - 2),3 - 4,29,Season: #15202,5,4.7,1.57,2,1.5,2.55,1
MAI - WOL,(2 - 0),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.45,2.7,1
STP - STU,(1 - 0),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.53,2.45,1
UNI - LEV,(2 - 1),2 - 3,29,Season: #15202,5,4.7,1.57,2,1.66,2.17,1
ASM - MAR,(0 - 0),0 - 1,29,Season: #15202,5,4.7,1.57,2,1.73,2.06,0
AUX - ANG,(1 - 1),1 - 3,29,Season: #15202,5,4.7,1.57,2,1.42,2.8,1
HAV - LIL,(0 - 2),0 - 3,29,Season: #15202,5,4.7,1.57,2,1.48,2.6,0
LEN - LYO,(1 - 0),1 - 1,29,Season: #15202,5,4.7,1.57,1,1.64,2.21,1
MPR - PSG,(1 - 2),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.55,2.4,1
NAN - STR,(0 - 0),3 - 1,29,Season: #15202,5,4.7,1.57,0,1.45,2.7,1
NIC - REI,(0 - 0),2 - 0,29,Season: #15202,5,4.7,1.57,0,1.49,2.55,0
REN - BRE,(2 - 1),2 - 2,29,Season: #15202,5,4.7,1.57,1,1.45,2.7,1
STE - TOU,(1 - 0),1 - 0,29,Season: #15202,5,4.7,1.57,0,1.44,2.7,0
AZA - PEC,(1 - 0),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.78,1.99,1
FEY - WIL,(1 - 0),3 - 0,29,Season: #15202,5,4.7,1.57,0,1.76,2.02,0
FOR - HEE,(1 - 0),1 - 1,29,Season: #15202,5,4.7,1.57,1,1.55,2.4,1
HER - GRO,(0 - 0),1 - 1,29,Season: #15202,5,4.7,1.57,1,1.47,2.65,1
NAC - NEC,(1 - 1),2 - 3,29,Season: #15202,5,4.7,1.57,2,1.45,2.7,1
PSV - TWE,(0 - 1),0 - 1,29,Season: #15202,5,4.7,1.57,2,1.92,1.84,0
RKC - AJA,(0 - 1),1 - 3,29,Season: #15202,5,4.7,1.57,2,1.42,2.8,1
SPA - GAE,(0 - 0),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.63,2.23,1
UTR - ALM,(1 - 1),2 - 1,29,Season: #15202,5,4.7,1.57,0,1.68,2.15,1
ARO - FAR,(3 - 0),4 - 0,29,Season: #15202,5,4.7,1.57,0,1.67,2.16,0
AVS - SPO,(0 - 0),0 - 1,29,Season: #15202,5,4.7,1.57,2,1.63,2.23,0
BOA - NAC,(0 - 1),0 - 1,29,Season: #15202,5,4.7,1.57,2,1.47,2.6,0
BRA - MOR,(0 - 2),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.63,2.23,1
CAS - BEN,(1 - 1),2 - 2,29,Season: #15202,5,4.7,1.57,1,1.63,2.22,1
GIL - FAM,(0 - 1),1 - 2,29,Season: #15202,5,4.7,1.57,2,1.34,3.15,1
POR - ETA,(2 - 0),3 - 0,29,Season: #15202,5,4.7,1.57,0,1.73,2.06,0
RIO - GUI,(0 - 1),3 - 1,29,Season: #15202,5,4.7,1.57,0,1.4,2.85,1
SAN - EST,(1 - 1),4 - 2,29,Season: #15202,5,4.7,1.57,0,1.43,2.75,1
ARS - TOT,(0 - 2),1 - 2,30,Season: #15202,5,4.7,1.57,2,1.52,2.45,1
AST - WHU,(2 - 2),2 - 2,30,Season: #15202,5,4.7,1.57,1,1.51,2.5,1
BOU - EVE,(1 - 1),3 - 2,30,Season: #15202,5,4.7,1.57,0,1.65,2.19,1
BRE - WOL,(1 - 0),3 - 0,30,Season: #15202,5,4.7,1.57,0,1.82,1.95,0
CHE - NOT,(3 - 0),7 - 1,30,Season: #15202,5,4.7,1.57,0,1.51,2.5,1
FUL - IPS,(1 - 0),1 - 1,30,Season: #15202,5,4.7,1.57,1,1.6,2.3,1
LEI - SOU,(1 - 2),2 - 3,30,Season: #15202,5,4.7,1.57,2,1.62,2.25,1
LIV - MUN,(0 - 2),3 - 3,30,Season: #15202,5,4.7,1.57,1,1.38,2.95,1
MCI - CRY,(1 - 1),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.61,2.25,1
NEW - BHA,(0 - 1),0 - 1,30,Season: #15202,5,4.7,1.57,2,1.46,2.65,0
ATM - LEG,(0 - 0),2 - 0,30,Season: #15202,5,4.7,1.57,0,2.01,1.77,0
GET - ESP,(1 - 2),1 - 4,30,Season: #15202,5,4.7,1.57,2,1.59,2.3,1
GIR - ATH,(1 - 2),2 - 2,30,Season: #15202,5,4.7,1.57,1,1.71,2.09,1
LAS - BAR,(0 - 0),1 - 0,30,Season: #15202,5,4.7,1.57,0,1.43,2.75,0
OSA - ALA,(1 - 1),1 - 3,30,Season: #15202,5,4.7,1.57,2,1.6,2.3,1
RAY - CEL,(0 - 2),2 - 3,30,Season: #15202,5,4.7,1.57,2,1.64,2.21,1
RMA - MAL,(3 - 0),5 - 3,30,Season: #15202,5,4.7,1.57,0,2.03,1.76,1
SEV - BET,(1 - 0),1 - 0,30,Season: #15202,5,4.7,1.57,0,1.57,2.35,0
VIL - RSO,(0 - 0),1 - 1,30,Season: #15202,5,4.7,1.57,1,1.63,2.23,1
VLL - VAL,(1 - 1),3 - 1,30,Season: #15202,5,4.7,1.57,0,1.56,2.35,1
ATA - COM,(0 - 1),0 - 3,30,Season: #15202,5,4.7,1.57,2,1.53,2.45,0
EMP - JUV,(1 - 1),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.65,2.2,1
GEN - UDI,(0 - 1),0 - 3,30,Season: #15202,5,4.7,1.57,2,1.59,2.3,0
INT - PAR,(0 - 0),5 - 1,30,Season: #15202,5,4.7,1.57,0,2.12,1.69,1
LAZ - NAP,(0 - 1),0 - 2,30,Season: #15202,5,4.7,1.57,2,1.57,2.35,0
LEC - FIO,(2 - 2),4 - 3,30,Season: #15202,5,4.7,1.57,0,1.54,2.4,1
MIL - BOL,(0 - 0),0 - 1,30,Season: #15202,5,4.7,1.57,2,1.74,2.05,0
MON - TOR,(1 - 0),2 - 0,30,Season: #15202,5,4.7,1.57,0,1.73,2.07,0
ROM - CAG,(1 - 0),4 - 0,30,Season: #15202,5,4.7,1.57,0,1.41,2.85,0
VEN - VER,(0 - 0),2 - 2,30,Season: #15202,5,4.7,1.57,1,1.53,2.45,1
AUG - WOL,(0 - 0),1 - 2,30,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
FRE - FCB,(0 - 1),4 - 3,30,Season: #15202,5,4.7,1.57,0,1.54,2.4,1
HEI - MAI,(1 - 0),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.37,3,1
LEV - EIN,(1 - 0),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.82,1.95,1
MON - STU,(1 - 0),1 - 0,30,Season: #15202,5,4.7,1.57,0,1.56,2.4,0
RBL - KIE,(2 - 1),3 - 1,30,Season: #15202,5,4.7,1.57,0,1.67,2.15,1
STP - BOC,(3 - 1),3 - 2,30,Season: #15202,5,4.7,1.57,0,1.49,2.55,1
UNI - DOR,(0 - 1),0 - 3,30,Season: #15202,5,4.7,1.57,2,1.39,2.9,0
WER - HOF,(1 - 1),2 - 2,30,Season: #15202,5,4.7,1.57,1,1.43,2.75,1
ASM - NAN,(0 - 0),3 - 1,30,Season: #15202,5,4.7,1.57,0,1.58,2.3,1
AUX - MAR,(0 - 0),1 - 3,30,Season: #15202,5,4.7,1.57,2,1.6,2.3,1
BRE - LYO,(0 - 2),1 - 2,30,Season: #15202,5,4.7,1.57,2,1.4,2.85,1
HAV - ANG,(0 - 1),0 - 1,30,Season: #15202,5,4.7,1.57,2,1.43,2.75,0
MPR - TOU,(1 - 0),4 - 1,30,Season: #15202,5,4.7,1.57,0,1.45,2.7,1
NIC - PSG,(1 - 0),2 - 0,30,Season: #15202,5,4.7,1.57,0,1.55,2.4,0
REI - LEN,(0 - 0),3 - 1,30,Season: #15202,5,4.7,1.57,0,1.64,2.21,1
REN - LIL,(0 - 1),1 - 3,30,Season: #15202,5,4.7,1.57,2,1.49,2.55,1
STE - STR,(2 - 0),4 - 0,30,Season: #15202,5,4.7,1.57,0,1.54,2.45,0
AJA - TWE,(1 - 0),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.67,2.15,1
ALM - GAE,(0 - 1),0 - 2,30,Season: #15202,5,4.7,1.57,2,1.59,2.3,0
FEY - RKC,(2 - 0),3 - 1,30,Season: #15202,5,4.7,1.57,0,1.65,2.18,1
FOR - UTR,(0 - 2),2 - 3,30,Season: #15202,5,4.7,1.57,2,1.73,2.06,1
GRO - SPA,(1 - 0),1 - 2,30,Season: #15202,5,4.7,1.57,2,1.48,2.6,1
HEE - PEC,(2 - 1),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.44,2.7,1
HER - WIL,(0 - 1),3 - 2,30,Season: #15202,5,4.7,1.57,0,1.43,2.75,1
NEC - AZA,(0 - 0),0 - 0,30,Season: #15202,5,4.7,1.57,1,1.52,2.45,0
PSV - NAC,(2 - 0),4 - 0,30,Season: #15202,5,4.7,1.57,0,2.1,1.71,0
ARO - POR,(0 - 3),0 - 4,30,Season: #15202,5,4.7,1.57,2,1.77,2.01,0
AVS - FAM,(1 - 1),4 - 2,30,Season: #15202,5,4.7,1.57,0,1.45,2.7,1
BOA - SPO,(0 - 0),1 - 0,30,Season: #15202,5,4.7,1.57,0,1.62,2.25,0
BRA - RIO,(1 - 0),1 - 0,30,Season: #15202,5,4.7,1.57,0,1.54,2.45,0
EST - CAS,(0 - 0),0 - 2,30,Season: #15202,5,4.7,1.57,2,1.56,2.35,0
FAR - NAC,(0 - 1),3 - 2,30,Season: #15202,5,4.7,1.57,0,1.38,2.95,1
GUI - BEN,(1 - 1),1 - 1,30,Season: #15202,5,4.7,1.57,1,1.57,2.35,1
MOR - GIL,(1 - 0),2 - 1,30,Season: #15202,5,4.7,1.57,0,1.37,3,1
SAN - ETA,(3 - 2),3 - 2,30,Season: #15202,5,4.7,1.57,0,1.35,3.1,1
AST - BRE,(1 - 1),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.69,2.12,1
BOU - NEW,(1 - 0),1 - 1,31,Season: #15202,5,4.7,1.57,1,1.53,2.45,1
FUL - NOT,(1 - 2),3 - 2,31,Season: #15202,5,4.7,1.57,0,1.57,2.35,1
IPS - BHA,(1 - 0),4 - 0,31,Season: #15202,5,4.7,1.57,0,1.52,2.5,0
LEI - MCI,(0 - 0),2 - 4,31,Season: #15202,5,4.7,1.57,2,1.48,2.55,1
LIV - CRY,(1 - 0),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.49,2.55,1
MUN - WHU,(4 - 0),5 - 0,31,Season: #15202,5,4.7,1.57,0,1.52,2.45,0
SOU - ARS,(1 - 0),1 - 1,31,Season: #15202,5,4.7,1.57,1,1.7,2.11,1
TOT - EVE,(0 - 0),0 - 0,31,Season: #15202,5,4.7,1.57,1,1.59,2.3,0
WOL - CHE,(0 - 0),0 - 1,31,Season: #15202,5,4.7,1.57,2,1.51,2.5,0
ATH - ALA,(1 - 1),1 - 2,31,Season: #15202,5,4.7,1.57,2,2.18,1.66,1
ATM - ESP,(1 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.72,2.07,0
BET - BAR,(1 - 0),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.52,2.45,1
CEL - GET,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.7,2.1,0
LEG - VAL,(3 - 0),4 - 0,31,Season: #15202,5,4.7,1.57,0,1.71,2.1,0
MAL - GIR,(2 - 0),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.63,2.23,1
OSA - LAS,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.39,2.9,0
RAY - RSO,(0 - 0),0 - 2,31,Season: #15202,5,4.7,1.57,2,1.8,1.98,0
SEV - VLL,(1 - 2),1 - 3,31,Season: #15202,5,4.7,1.57,2,1.58,2.35,1
VIL - RMA,(1 - 1),1 - 3,31,Season: #15202,5,4.7,1.57,2,1.6,2.3,1
BOL - VER,(1 - 0),3 - 0,31,Season: #15202,5,4.7,1.57,0,1.63,2.22,0
CAG - LEC,(1 - 2),1 - 3,31,Season: #15202,5,4.7,1.57,2,1.3,3.4,1
FIO - MON,(0 - 0),2 - 2,31,Season: #15202,5,4.7,1.57,1,1.64,2.21,1
GEN - EMP,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.47,2.6,0
JUV - MIL,(1 - 1),2 - 2,31,Season: #15202,5,4.7,1.57,1,1.75,2.03,1
LAZ - COM,(2 - 2),3 - 3,31,Season: #15202,5,4.7,1.57,1,1.55,2.4,1
NAP - VEN,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.64,2.21,0
ROM - PAR,(1 - 1),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.63,2.23,1
TOR - ATA,(2 - 0),4 - 0,31,Season: #15202,5,4.7,1.57,0,1.64,2.21,0
UDI - INT,(0 - 1),4 - 1,31,Season: #15202,5,4.7,1.57,0,2.17,1.66,1
DOR - EIN,(1 - 0),2 - 0,31,Season: #15202,5,4.7,1.57,0,1.5,2.5,0
FCB - LEV,(0 - 0),0 - 0,31,Season: #15202,5,4.7,1.57,1,1.64,2.2,0
HOF - AUG,(1 - 2),2 - 5,31,Season: #15202,5,4.7,1.57,2,1.41,2.8,1
KIE - STP,(1 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.46,2.65,0
MAI - UNI,(1 - 0),2 - 2,31,Season: #15202,5,4.7,1.57,1,1.3,3.4,1
MON - BOC,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.57,2.35,0
RBL - FRE,(0 - 1),0 - 1,31,Season: #15202,5,4.7,1.57,2,1.78,1.99,0
WER - STU,(0 - 1),1 - 2,31,Season: #15202,5,4.7,1.57,2,1.49,2.55,1
WOL - HEI,(0 - 1),1 - 2,31,Season: #15202,5,4.7,1.57,2,1.61,2.25,1
ASM - STE,(0 - 1),0 - 3,31,Season: #15202,5,4.7,1.57,2,1.58,2.35,0
AUX - NAN,(1 - 2),2 - 3,31,Season: #15202,5,4.7,1.57,2,1.36,3.05,1
BRE - REI,(2 - 0),2 - 2,31,Season: #15202,5,4.7,1.57,1,1.42,2.8,1
LEN - PSG,(2 - 1),4 - 2,31,Season: #15202,5,4.7,1.57,0,1.74,2.05,1
LIL - ANG,(0 - 0),0 - 0,31,Season: #15202,5,4.7,1.57,1,1.56,2.35,0
MAR - HAV,(0 - 0),1 - 0,31,Season: #15202,5,4.7,1.57,0,1.79,1.98,0
MPR - STR,(1 - 0),3 - 2,31,Season: #15202,5,4.7,1.57,0,1.54,2.4,1
NIC - TOU,(0 - 0),0 - 2,31,Season: #15202,5,4.7,1.57,2,1.49,2.55,0
REN - LYO,(2 - 1),5 - 1,31,Season: #15202,5,4.7,1.57,0,1.46,2.65,1
ALM - SPA,(1 - 3),3 - 3,31,Season: #15202,5,4.7,1.57,1,1.59,2.3,1
FOR - GAE,(1 - 3),1 - 5,31,Season: #15202,5,4.7,1.57,2,1.78,1.99,1
HER - RKC,(1 - 0),4 - 1,31,Season: #15202,5,4.7,1.57,0,1.37,3,1
NAC - AJA,(1 - 0),3 - 2,31,Season: #15202,5,4.7,1.57,0,1.64,2.21,1
NEC - HEE,(1 - 0),2 - 0,31,Season: #15202,5,4.7,1.57,0,1.32,3.25,0
PSV - AZA,(2 - 0),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.95,1.82,1
TWE - FEY,(0 - 0),0 - 0,31,Season: #15202,5,4.7,1.57,1,1.75,2.04,0
UTR - PEC,(2 - 0),5 - 0,31,Season: #15202,5,4.7,1.57,0,1.65,2.19,0
WIL - GRO,(0 - 2),1 - 3,31,Season: #15202,5,4.7,1.57,2,1.34,3.15,1
BEN - BRA,(1 - 1),4 - 1,31,Season: #15202,5,4.7,1.57,0,1.66,2.17,1
EST - GUI,(0 - 1),1 - 2,31,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
ETA - CAS,(1 - 1),1 - 2,31,Season: #15202,5,4.7,1.57,2,1.43,2.75,1
FAM - BOA,(0 - 1),0 - 2,31,Season: #15202,5,4.7,1.57,2,1.46,2.65,0
FAR - POR,(0 - 1),0 - 2,31,Season: #15202,5,4.7,1.57,2,1.68,2.13,0
GIL - RIO,(0 - 1),3 - 4,31,Season: #15202,5,4.7,1.57,2,1.33,3.2,1
MOR - AVS,(3 - 1),3 - 1,31,Season: #15202,5,4.7,1.57,0,1.48,2.6,1
NAC - SPO,(0 - 2),1 - 5,31,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
SAN - ARO,(0 - 1),2 - 1,31,Season: #15202,5,4.7,1.57,0,1.49,2.55,1
ARS - MCI,(0 - 2),1 - 3,32,Season: #15202,5,4.7,1.57,2,1.5,2.55,1
BHA - NOT,(1 - 1),2 - 2,32,Season: #15202,5,4.7,1.57,1,1.56,2.35,1
BOU - TOT,(2 - 2),3 - 3,32,Season: #15202,5,4.7,1.57,1,1.54,2.45,1
CHE - AST,(0 - 1),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.41,2.85,1
EVE - SOU,(2 - 0),2 - 0,32,Season: #15202,5,4.7,1.57,0,1.72,2.08,0
IPS - NEW,(1 - 2),2 - 4,32,Season: #15202,5,4.7,1.57,2,1.52,2.5,1
LEI - LIV,(1 - 1),1 - 1,32,Season: #15202,5,4.7,1.57,1,1.38,2.95,1
MUN - BRE,(1 - 0),1 - 0,32,Season: #15202,5,4.7,1.57,0,1.71,2.09,0
WHU - CRY,(1 - 2),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.61,2.25,1
WOL - FUL,(1 - 0),2 - 1,32,Season: #15202,5,4.7,1.57,0,1.69,2.12,1
ATM - CEL,(1 - 0),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.74,2.04,1
BAR - VLL,(0 - 1),2 - 1,32,Season: #15202,5,4.7,1.57,0,1.61,2.25,1
BET - OSA,(0 - 0),0 - 0,32,Season: #15202,5,4.7,1.57,1,1.55,2.4,0
GET - RAY,(1 - 0),2 - 0,32,Season: #15202,5,4.7,1.57,0,1.88,1.88,0
GIR - VIL,(0 - 0),0 - 0,32,Season: #15202,5,4.7,1.57,1,1.52,2.5,0
LAS - ATH,(0 - 0),0 - 0,32,Season: #15202,5,4.7,1.57,1,1.71,2.09,0
MAL - ALA,(0 - 2),2 - 2,32,Season: #15202,5,4.7,1.57,1,1.94,1.83,1
RSO - RMA,(0 - 0),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.7,2.11,1
SEV - LEG,(0 - 2),1 - 3,32,Season: #15202,5,4.7,1.57,2,1.71,2.09,1
VAL - ESP,(1 - 0),2 - 2,32,Season: #15202,5,4.7,1.57,1,1.5,2.5,1
ATA - FIO,(1 - 1),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.56,2.4,1
BOL - NAP,(0 - 1),2 - 1,32,Season: #15202,5,4.7,1.57,0,1.58,2.35,1
CAG - MON,(1 - 0),2 - 2,32,Season: #15202,5,4.7,1.57,1,1.36,3.05,1
EMP - MIL,(0 - 0),3 - 0,32,Season: #15202,5,4.7,1.57,0,1.76,2.02,0
GEN - INT,(1 - 1),3 - 2,32,Season: #15202,5,4.7,1.57,0,1.87,1.9,1
PAR - LEC,(0 - 0),3 - 1,32,Season: #15202,5,4.7,1.57,0,1.51,2.5,1
ROM - UDI,(0 - 0),0 - 0,32,Season: #15202,5,4.7,1.57,1,1.74,2.05,0
TOR - LAZ,(1 - 1),3 - 2,32,Season: #15202,5,4.7,1.57,0,1.69,2.13,1
VEN - COM,(0 - 1),0 - 2,32,Season: #15202,5,4.7,1.57,2,1.46,2.65,0
VER - JUV,(0 - 2),1 - 3,32,Season: #15202,5,4.7,1.57,2,1.7,2.1,1
BOC - WER,(3 - 0),3 - 0,32,Season: #15202,5,4.7,1.57,0,1.45,2.65,0
DOR - FCB,(0 - 0),3 - 1,32,Season: #15202,5,4.7,1.57,0,1.4,2.85,1
FRE - STP,(2 - 0),3 - 1,32,Season: #15202,5,4.7,1.57,0,1.67,2.15,1
HOF - WOL,(1 - 1),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.57,2.35,1
MAI - EIN,(0 - 1),0 - 3,32,Season: #15202,5,4.7,1.57,2,1.4,2.9,0
MON - KIE,(1 - 0),3 - 0,32,Season: #15202,5,4.7,1.57,0,1.57,2.35,0
RBL - LEV,(1 - 0),1 - 0,32,Season: #15202,5,4.7,1.57,0,1.85,1.92,0
STU - AUG,(1 - 0),3 - 0,32,Season: #15202,5,4.7,1.57,0,1.51,2.5,0
UNI - HEI,(1 - 0),1 - 0,32,Season: #15202,5,4.7,1.57,0,1.41,2.85,0
ANG - MAR,(0 - 2),1 - 3,32,Season: #15202,5,4.7,1.57,2,1.65,2.19,1
AUX - STE,(2 - 0),3 - 2,32,Season: #15202,5,4.7,1.57,0,1.39,2.9,1
BRE - PSG,(0 - 1),1 - 4,32,Season: #15202,5,4.7,1.57,2,1.51,2.5,1
LYO - LIL,(0 - 1),2 - 3,32,Season: #15202,5,4.7,1.57,2,1.48,2.55,1
MPR - ASM,(0 - 0),0 - 1,32,Season: #15202,5,4.7,1.57,2,1.52,2.45,0
NAN - HAV,(0 - 2),1 - 5,32,Season: #15202,5,4.7,1.57,2,1.37,3,1
NIC - STR,(2 - 0),2 - 0,32,Season: #15202,5,4.7,1.57,0,1.59,2.3,0
REN - REI,(1 - 1),1 - 2,32,Season: #15202,5,4.7,1.57,2,1.49,2.55,1
