Teams,Half_Time_Score,Full_Time_Score,Week,Season,Home,Draw,Away,Team_Winner,Yes,No,BTTS_Winner
PSV - UTR,(0 - 1),1 - 2,24,Season: #15246,1.59,4.2,5.5,2,1.87,1.9,1
RKC - PEC,(1 - 1),3 - 3,24,Season: #15247,1.97,4.35,3.25,1,1.38,2.95,1
SPA - NEC,(2 - 1),3 - 1,24,Season: #15248,1.96,4.15,3.4,0,1.48,2.6,1
TWE - FEY,(0 - 1),1 - 2,24,Season: #15249,2.45,3.55,2.8,2,1.75,2.04,1
ARO - AVS,(1 - 2),2 - 4,24,Season: #15250,1.9,3.85,3.8,2,1.65,2.19,1
BOA - BRA,(1 - 1),1 - 1,24,Season: #15251,2.6,3.75,2.55,1,1.55,2.4,1
CAS - EST,(0 - 0),1 - 0,24,Season: #15252,2.45,3.8,2.65,0,1.53,2.45,0
FAM - NAC,(2 - 2),4 - 2,24,Season: #15253,1.67,4.75,4.25,0,1.36,3.05,1
FAR - GUI,(1 - 1),2 - 2,24,Season: #15254,3.2,4,2.07,1,1.47,2.6,1
MOR - GIL,(0 - 1),0 - 1,24,Season: #15255,2.05,4.25,3.1,2,1.37,3,0
POR - RIO,(0 - 0),0 - 0,24,Season: #15256,1.36,5.5,7.75,1,1.67,2.15,0
SAN - BEN,(0 - 0),0 - 0,24,Season: #15257,4.6,4.4,1.66,1,1.53,2.45,0
SPO - ETA,(3 - 1),4 - 1,24,Season: #15258,1.28,6,9.5,0,1.7,2.11,1
AST - LEI,(1 - 0),2 - 1,25,Season: #15194,1.44,5.25,6.25,0,1.54,2.45,1
BHA - CHE,(1 - 1),3 - 1,25,Season: #15194,2.11,4.1,3.05,0,1.41,2.85,1
BOU - NOT,(3 - 1),5 - 1,25,Season: #15194,1.67,4.25,4.75,0,1.62,2.25,1
CRY - TOT,(0 - 1),2 - 1,25,Season: #15194,2.7,3.75,2.45,0,1.54,2.45,1
FUL - ARS,(0 - 1),0 - 2,25,Season: #15194,4.05,4,1.82,2,1.6,2.3,0
IPS - MUN,(0 - 0),0 - 0,25,Season: #15194,3.65,4,1.91,1,1.53,2.45,0
NEW - MCI,(1 - 1),3 - 1,25,Season: #15194,2.4,3.95,2.65,0,1.45,2.7,1
SOU - LIV,(0 - 0),2 - 2,25,Season: #15194,3.25,3.9,2.07,1,1.53,2.45,1
WHU - BRE,(1 - 1),3 - 1,25,Season: #15194,1.9,3.75,3.95,0,1.74,2.05,1
WOL - EVE,(0 - 1),2 - 1,25,Season: #15194,2.05,3.7,3.45,0,1.67,2.16,1
BAR - RMA,(0 - 0),0 - 0,25,Season: #15194,2.3,3.65,3,1,1.53,2.45,0
BET - GET,(2 - 0),3 - 0,25,Season: #15194,1.49,4.3,7,0,1.9,1.87,0
ESP - VLL,(0 - 1),1 - 3,25,Season: #15194,1.97,3.9,3.55,2,1.49,2.55,1
LAS - MAL,(1 - 0),4 - 2,25,Season: #15194,2.09,3.6,3.4,0,1.61,2.25,1
LEG - ALA,(0 - 3),0 - 3,25,Season: #15194,2.22,3.2,3.55,2,1.99,1.79,0
OSA - CEL,(0 - 0),3 - 0,25,Season: #15194,2.11,4.05,3.1,0,1.38,2.95,0
RAY - GIR,(0 - 0),1 - 0,25,Season: #15194,2.65,3.45,2.65,0,1.63,2.22,0
RSO - VIL,(1 - 0),3 - 0,25,Season: #15194,1.71,3.95,4.8,0,1.68,2.14,0
SEV - ATM,(2 - 1),3 - 3,25,Season: #15194,2.85,3.5,2.45,1,1.63,2.23,1
VAL - ATH,(1 - 0),2 - 0,25,Season: #15194,2.65,3.3,2.75,0,1.77,2.01,0
BOL - ATA,(1 - 0),2 - 1,25,Season: #15194,2.75,3.75,2.45,0,1.49,2.55,1
COM - UDI,(3 - 1),3 - 1,25,Season: #15194,2.35,3.5,3,0,1.66,2.17,1
JUV - MIL,(0 - 0),1 - 2,25,Season: #15194,2.65,3.35,2.7,2,1.75,2.03,1
LAZ - VEN,(0 - 1),0 - 1,25,Season: #15194,1.56,4.5,5.5,2,1.54,2.4,0
LEC - EMP,(0 - 1),1 - 2,25,Season: #15194,2.3,3.75,2.95,2,1.5,2.55,1
MON - CAG,(1 - 0),3 - 0,25,Season: #15194,1.82,4.3,3.8,0,1.38,2.95,0
NAP - INT,(0 - 1),1 - 1,25,Season: #15194,3.2,3.2,2.35,1,1.91,1.86,1
PAR - FIO,(0 - 1),0 - 1,25,Season: #15194,3.25,3.6,2.16,2,1.63,2.23,0
ROM - TOR,(0 - 2),1 - 2,25,Season: #15194,2.04,3.55,3.65,2,1.71,2.09,1
VER - GEN,(1 - 0),1 - 2,25,Season: #15194,2.3,3.75,2.95,2,1.51,2.5,1
AUG - FCB,(2 - 2),3 - 5,25,Season: #15194,3.65,4.45,1.83,2,1.38,2.95,1
DOR - WOL,(1 - 1),3 - 2,25,Season: #15194,1.69,4.25,4.55,0,1.61,2.3,1
EIN - HEI,(1 - 1),2 - 1,25,Season: #15194,1.61,4.5,4.9,0,1.57,2.35,1
FRE - MAI,(0 - 0),1 - 2,25,Season: #15194,1.6,4.6,4.9,2,1.51,2.5,1
HOF - KIE,(0 - 0),0 - 0,25,Season: #15194,1.62,4.65,4.65,1,1.45,2.65,0
MON - LEV,(1 - 1),2 - 1,25,Season: #15194,2.9,3.45,2.4,0,1.79,1.98,1
RBL - WER,(3 - 0),5 - 2,25,Season: #15194,1.49,4.75,6,0,1.66,2.18,1
STU - BOC,(0 - 0),2 - 0,25,Season: #15194,1.54,4.7,5.5,0,1.55,2.4,0
UNI - STP,(2 - 2),4 - 2,25,Season: #15194,2.08,4.1,3.1,0,1.44,2.75,1
ASM - REN,(3 - 1),3 - 2,25,Season: #15194,1.76,4.15,4.15,0,1.57,2.35,1
HAV - ANG,(1 - 0),4 - 1,25,Season: #15194,2.4,4.05,2.65,0,1.43,2.75,1
LIL - STE,(0 - 1),0 - 2,25,Season: #15194,1.64,4.5,4.65,2,1.51,2.5,0
LYO - MPR,(0 - 1),1 - 3,25,Season: #15194,1.7,4.45,4.25,2,1.48,2.6,1
MAR - NAN,(0 - 1),0 - 1,25,Season: #15194,1.33,5.5,8.25,2,1.7,2.11,0
NIC - BRE,(2 - 0),2 - 1,25,Season: #15194,1.66,4.6,4.4,0,1.44,2.7,1
PSG - LEN,(1 - 0),2 - 1,25,Season: #15194,1.74,3.95,4.6,0,1.79,1.98,1
REI - AUX,(0 - 1),1 - 2,25,Season: #15194,1.61,4.65,4.75,2,1.47,2.6,1
STR - TOU,(0 - 0),1 - 0,25,Season: #15194,2.13,3.95,3.1,0,1.52,2.5,0
ALM - AJA,(1 - 1),1 - 2,25,Season: #15194,4.2,4.1,1.77,2,1.64,2.21,1
AZA - RKC,(2 - 1),5 - 2,25,Season: #15194,1.34,5.75,7.75,0,1.56,2.4,1
GAE - FEY,(0 - 0),0 - 3,25,Season: #15194,3.75,3.75,1.94,2,1.74,2.05,0
GRO - FOR,(0 - 2),1 - 4,25,Season: #15194,2.3,3.75,2.9,2,1.62,2.25,1
HEE - SPA,(0 - 1),0 - 3,25,Season: #15194,1.88,4.3,3.55,2,1.44,2.7,0
NAC - HER,(1 - 1),1 - 3,25,Season: #15194,2.19,3.85,3,2,1.56,2.4,1
PSV - NEC,(1 - 1),1 - 1,25,Season: #15194,1.32,5.5,9,1,1.83,1.93,1
TWE - PEC,(0 - 0),1 - 0,25,Season: #15194,1.43,4.95,6.75,0,1.75,2.04,0
UTR - WIL,(0 - 0),2 - 1,25,Season: #15194,1.34,5.75,7.5,0,1.53,2.45,1
ARO - GUI,(1 - 0),3 - 0,25,Season: #15194,2.4,3.75,2.75,0,1.58,2.3,0
AVS - BEN,(0 - 2),0 - 4,25,Season: #15194,4.2,4,1.79,2,1.65,2.19,0
BRA - MOR,(0 - 0),0 - 0,25,Season: #15194,1.36,5.5,7.75,1,1.63,2.23,0
CAS - FAM,(1 - 1),1 - 3,25,Season: #15194,2.3,4.05,2.75,2,1.43,2.75,1
FAR - BOA,(0 - 1),0 - 1,25,Season: #15194,3.15,3.9,2.13,2,1.53,2.45,0
POR - GIL,(0 - 1),2 - 2,25,Season: #15194,1.27,6.25,9.75,1,1.68,2.14,1
RIO - EST,(1 - 1),1 - 1,25,Season: #15194,2.21,3.95,2.95,1,1.47,2.6,1
SAN - ETA,(1 - 0),2 - 0,25,Season: #15194,2,4.3,3.2,0,1.35,3.1,0
SPO - NAC,(1 - 1),4 - 2,25,Season: #15194,1.23,7,11,0,1.65,2.19,1
AST - ARS,(1 - 0),2 - 0,26,Season: #15194,2.5,3.85,2.6,0,1.48,2.55,0
BRE - MUN,(0 - 2),1 - 3,26,Season: #15194,2.85,3.6,2.4,2,1.66,2.17,1
CHE - NEW,(2 - 0),5 - 2,26,Season: #15194,2.05,4.15,3.15,0,1.41,2.85,1
CRY - BOU,(0 - 3),0 - 3,26,Season: #15194,2.35,3.65,2.85,2,1.63,2.23,0
EVE - TOT,(1 - 1),1 - 2,26,Season: #15194,3.05,3.85,2.19,2,1.53,2.45,1
FUL - IPS,(1 - 0),1 - 1,26,Season: #15194,1.98,3.85,3.55,1,1.6,2.3,1
LIV - LEI,(3 - 0),3 - 1,26,Season: #15194,1.38,5.75,7,0,1.47,2.65,1
NOT - BHA,(0 - 2),2 - 4,26,Season: #15194,3.35,4,2.01,2,1.49,2.55,1
WHU - MCI,(0 - 0),1 - 1,26,Season: #15194,2.7,3.85,2.4,1,1.49,2.55,1
WOL - SOU,(0 - 0),1 - 1,26,Season: #15194,2.06,3.55,3.6,1,1.8,1.98,1
ATH - GET,(0 - 1),1 - 3,26,Season: #15194,1.38,4.55,9.5,2,2.23,1.63,1
CEL - LEG,(1 - 1),1 - 1,26,Season: #15194,1.99,3.6,3.75,1,1.67,2.16,1
ESP - ATM,(1 - 1),2 - 3,26,Season: #15194,3.4,3.7,2.07,2,1.57,2.35,1
GIR - ALA,(2 - 2),3 - 4,26,Season: #15194,1.78,3.75,4.6,2,1.75,2.04,1
OSA - MAL,(0 - 1),0 - 1,26,Season: #15194,1.87,3.85,3.95,2,1.56,2.4,0
RAY - VIL,(1 - 0),2 - 0,26,Season: #15194,2.55,3.4,2.8,0,1.69,2.12,0
RMA - SEV,(1 - 0),1 - 1,26,Season: #15194,1.43,4.8,7.25,1,1.7,2.1,1
RSO - BET,(0 - 0),1 - 2,26,Season: #15194,1.78,3.75,4.6,2,1.73,2.06,1
VAL - BAR,(1 - 1),1 - 2,26,Season: #15194,2.45,3.75,2.7,2,1.47,2.6,1
VLL - LAS,(1 - 0),1 - 1,26,Season: #15194,1.65,4.25,4.85,1,1.55,2.4,1
BOL - TOR,(0 - 0),1 - 2,26,Season: #15194,2.3,3.45,3.1,2,1.7,2.11,1
CAG - VEN,(1 - 0),5 - 2,26,Season: #15194,2.16,4.25,2.9,0,1.3,3.4,1
EMP - MIL,(0 - 1),2 - 2,26,Season: #15194,4.95,3.85,1.71,1,1.76,2.02,1
FIO - ATA,(1 - 0),2 - 1,26,Season: #15194,2.65,3.65,2.55,0,1.54,2.4,1
GEN - COM,(2 - 1),2 - 2,26,Season: #15194,2.45,3.85,2.65,1,1.44,2.75,1
JUV - UDI,(1 - 0),3 - 0,26,Season: #15194,1.63,3.95,5.5,0,1.85,1.92,0
LAZ - NAP,(0 - 2),0 - 3,26,Season: #15194,2.75,3.6,2.5,2,1.57,2.35,0
LEC - MON,(0 - 0),3 - 1,26,Season: #15194,2.65,3.7,2.5,0,1.51,2.5,1
PAR - VER,(0 - 2),3 - 4,26,Season: #15194,2.3,3.55,3.05,2,1.62,2.24,1
ROM - INT,(1 - 1),1 - 1,26,Season: #15194,3.75,3.35,2.07,1,1.86,1.9,1
EIN - DOR,(0 - 0),1 - 1,26,Season: #15194,2.22,3.95,2.9,1,1.49,2.55,1
FCB - LEV,(0 - 0),2 - 0,26,Season: #15194,2.4,3.65,2.85,0,1.64,2.2,0
FRE - HEI,(2 - 0),3 - 0,26,Season: #15194,1.83,4,4,0,1.63,2.23,0
HOF - RBL,(0 - 1),1 - 1,26,Season: #15194,2.9,3.85,2.25,1,1.54,2.4,1
KIE - AUG,(1 - 0),1 - 0,26,Season: #15194,2.13,4.2,2.95,0,1.37,3,0
MAI - BOC,(0 - 1),3 - 1,26,Season: #15194,2.25,4.25,2.7,0,1.34,3.15,1
MON - WOL,(0 - 0),1 - 0,26,Season: #15194,1.9,3.85,3.85,0,1.69,2.12,0
STP - WER,(2 - 0),3 - 1,26,Season: #15194,2.2,3.95,2.95,0,1.49,2.55,1
STU - UNI,(0 - 0),2 - 0,26,Season: #15194,1.46,5,6,0,1.51,2.5,0
ASM - STE,(0 - 1),1 - 1,26,Season: #15194,1.56,4.6,5.25,1,1.58,2.35,1
AUX - LEN,(0 - 0),0 - 0,26,Season: #15194,3.15,3.85,2.13,1,1.57,2.35,0
LIL - TOU,(1 - 1),3 - 1,26,Season: #15194,1.54,4.75,5.25,0,1.54,2.45,1
LYO - MAR,(2 - 0),2 - 0,26,Season: #15194,2.55,3.7,2.65,0,1.62,2.24,0
MPR - REN,(0 - 0),1 - 1,26,Season: #15194,2.4,4,2.65,1,1.45,2.7,1
NAN - ANG,(1 - 1),2 - 1,26,Season: #15194,2.2,4.15,2.85,0,1.39,2.95,1
NIC - STR,(4 - 0),6 - 0,26,Season: #15194,1.62,4.45,4.95,0,1.59,2.3,0
PSG - HAV,(1 - 1),2 - 2,26,Season: #15194,1.23,6.75,12.5,1,1.75,2.04,1
REI - BRE,(1 - 0),2 - 1,26,Season: #15194,1.77,4.4,3.95,0,1.44,2.7,1
AJA - SPA,(2 - 2),4 - 3,26,Season: #15194,1.47,4.75,6.25,0,1.73,2.06,1
AZA - TWE,(0 - 0),0 - 0,26,Season: #15194,2.04,3.75,3.45,1,1.72,2.08,0
FEY - HER,(1 - 0),3 - 1,26,Season: #15194,1.33,5.5,8.75,0,1.87,1.89,1
FOR - NAC,(0 - 2),2 - 2,26,Season: #15194,1.84,3.85,4.15,1,1.78,1.99,1
GRO - ALM,(1 - 0),2 - 0,26,Season: #15194,1.92,4.15,3.5,0,1.48,2.6,0
PEC - GAE,(1 - 1),1 - 2,26,Season: #15194,2.25,3.8,2.95,2,1.59,2.3,1
PSV - HEE,(0 - 1),2 - 2,26,Season: #15194,1.35,5.5,8,1,1.74,2.04,1
UTR - RKC,(1 - 0),2 - 1,26,Season: #15194,1.41,5.5,6.5,0,1.45,2.7,1
WIL - NEC,(0 - 1),2 - 1,26,Season: #15194,2.45,4.3,2.45,0,1.32,3.25,1
ARO - BOA,(0 - 3),1 - 3,26,Season: #15194,2.4,3.65,2.85,2,1.65,2.18,1
AVS - ETA,(1 - 0),3 - 0,26,Season: #15194,1.94,4.15,3.45,0,1.46,2.65,0
BRA - POR,(1 - 2),1 - 2,26,Season: #15194,2.45,3.65,2.75,2,1.64,2.2,1
FAR - MOR,(0 - 0),0 - 3,26,Season: #15194,2.13,4,3.05,2,1.47,2.6,0
GIL - EST,(0 - 1),0 - 3,26,Season: #15194,2.5,4,2.55,2,1.43,2.75,0
GUI - BEN,(1 - 1),2 - 2,26,Season: #15194,3,3.8,2.23,1,1.57,2.35,1
NAC - SAN,(0 - 1),3 - 1,26,Season: #15194,2.05,4.4,3,0,1.3,3.4,1
RIO - CAS,(0 - 0),1 - 0,26,Season: #15194,1.86,4.25,3.65,0,1.43,2.75,0
SPO - FAM,(4 - 0),7 - 0,26,Season: #15194,1.38,5.25,7.5,0,1.64,2.2,0
ARS - LIV,(0 - 0),1 - 2,27,Season: #15194,1.81,4.3,3.8,2,1.42,2.8,1
AST - IPS,(4 - 0),5 - 1,27,Season: #15194,1.46,4.95,6.25,0,1.6,2.3,1
BRE - FUL,(1 - 2),1 - 3,27,Season: #15194,1.96,3.65,3.85,2,1.78,1.99,1
CRY - BHA,(1 - 0),4 - 0,27,Season: #15194,2.7,3.75,2.45,0,1.54,2.45,0
EVE - BOU,(1 - 1),2 - 1,27,Season: #15194,2.65,3.65,2.55,0,1.61,2.25,1
LEI - SOU,(0 - 0),0 - 0,27,Season: #15194,2.35,3.65,2.85,1,1.62,2.25,0
MCI - MUN,(1 - 1),2 - 1,27,Season: #15194,1.84,4.15,3.8,0,1.48,2.6,1
NOT - NEW,(1 - 0),3 - 1,27,Season: #15194,3.45,4,1.97,0,1.49,2.55,1
TOT - WOL,(0 - 0),0 - 3,27,Season: #15194,1.68,4.2,4.7,2,1.63,2.23,0
WHU - CHE,(0 - 1),1 - 1,27,Season: #15194,2.3,3.95,2.8,1,1.44,2.7,1
ATH - RSO,(0 - 0),0 - 0,27,Season: #15194,2,3.35,4,1,1.91,1.85,0
ATM - RMA,(0 - 1),0 - 3,27,Season: #15194,2.19,3.4,3.4,2,1.74,2.04,0
BET - RAY,(1 - 0),3 - 0,27,Season: #15194,1.65,3.9,5.5,0,1.84,1.92,0
CEL - GIR,(0 - 1),1 - 1,27,Season: #15194,2.35,3.8,2.85,1,1.45,2.7,1
ESP - LAS,(2 - 1),4 - 3,27,Season: #15194,1.64,4.45,4.7,0,1.44,2.7,1
GET - BAR,(1 - 1),2 - 1,27,Season: #15194,3.85,3.7,1.93,0,1.64,2.21,1
LEG - MAL,(1 - 0),2 - 1,27,Season: #15194,1.83,3.5,4.65,0,1.93,1.83,1
OSA - VLL,(2 - 3),2 - 3,27,Season: #15194,2.06,3.9,3.25,2,1.44,2.7,1
VAL - SEV,(1 - 0),1 - 2,27,Season: #15194,1.89,3.9,3.85,2,1.53,2.45,1
VIL - ALA,(1 - 2),1 - 2,27,Season: #15194,1.86,3.6,4.35,2,1.8,1.97,1
ATA - VER,(1 - 0),2 - 0,27,Season: #15194,1.56,4.4,5.5,0,1.62,2.23,0
BOL - ROM,(1 - 1),2 - 1,27,Season: #15194,2.65,3.65,2.55,0,1.53,2.45,1
EMP - UDI,(0 - 1),1 - 5,27,Season: #15194,2.45,3.4,2.85,2,1.7,2.1,1
JUV - GEN,(0 - 1),0 - 2,27,Season: #15194,1.46,4.75,6.5,2,1.61,2.25,0
LAZ - INT,(1 - 1),2 - 1,27,Season: #15194,3.85,3.4,2.03,0,1.86,1.9,1
MON - MIL,(0 - 0),1 - 0,27,Season: #15194,4.05,3.6,1.92,0,1.75,2.04,0
NAP - CAG,(0 - 0),2 - 0,27,Season: #15194,1.38,5.5,7,0,1.48,2.6,0
PAR - COM,(0 - 1),0 - 1,27,Season: #15194,2.45,3.65,2.75,2,1.54,2.45,0
TOR - FIO,(1 - 0),3 - 1,27,Season: #15194,2.5,3.35,2.85,0,1.76,2.02,1
VEN - LEC,(0 - 0),1 - 0,27,Season: #15194,2.4,3.85,2.7,0,1.43,2.75,0
AUG - RBL,(0 - 1),0 - 2,27,Season: #15194,3.75,4.15,1.86,2,1.52,2.5,0
BOC - HEI,(0 - 1),2 - 2,27,Season: #15194,2.06,4.05,3.2,1,1.46,2.65,1
DOR - FRE,(0 - 1),0 - 2,27,Season: #15194,1.74,4.15,4.35,2,1.61,2.25,0
EIN - MON,(0 - 0),0 - 0,27,Season: #15194,2.02,3.85,3.4,1,1.59,2.3,0
HOF - WER,(1 - 0),2 - 0,27,Season: #15194,1.83,4.3,3.75,0,1.45,2.65,0
LEV - KIE,(1 - 0),2 - 2,27,Season: #15194,1.33,5.5,9,1,1.86,1.91,1
STU - STP,(2 - 0),4 - 1,27,Season: #15194,1.52,4.7,5.75,0,1.61,2.3,1
UNI - MAI,(1 - 0),4 - 3,27,Season: #15194,1.85,4.6,3.5,0,1.31,3.3,1
WOL - FCB,(1 - 1),2 - 2,27,Season: #15194,2.9,3.85,2.3,1,1.53,2.45,1
ANG - PSG,(1 - 0),1 - 2,27,Season: #15194,3.95,4.1,1.82,2,1.58,2.35,1
AUX - HAV,(0 - 1),1 - 1,27,Season: #15194,1.79,4.45,3.8,1,1.41,2.85,1
LEN - BRE,(0 - 0),2 - 0,27,Season: #15194,1.64,4.35,4.85,0,1.62,2.25,0
LYO - NAN,(2 - 0),3 - 1,27,Season: #15194,1.45,5.25,6,0,1.46,2.65,1
MAR - REN,(0 - 0),4 - 0,27,Season: #15194,1.74,4.05,4.45,0,1.68,2.14,0
NIC - LIL,(2 - 0),4 - 0,27,Season: #15194,2.21,3.95,2.95,0,1.49,2.55,0
REI - STR,(2 - 0),5 - 0,27,Season: #15194,1.72,4.25,4.4,0,1.59,2.3,0
STE - MPR,(1 - 2),2 - 3,27,Season: #15194,1.98,4.15,3.35,2,1.44,2.75,1
TOU - ASM,(0 - 1),2 - 1,27,Season: #15194,3.2,3.95,2.09,0,1.52,2.45,1
AJA - PSV,(0 - 1),0 - 2,27,Season: #15194,2.55,3.45,2.75,2,1.82,1.94,0
ALM - SPA,(0 - 1),0 - 2,27,Season: #15194,2.45,3.75,2.65,2,1.59,2.3,0
